imagen,caja_idx_pipeline,bbox,conf,fuente
no_retractors_Mandibular_anonymous_003-007-1092-00_1732250439677_Mandibular_View.jpg,4,"(np.float32(1570.1537), np.float32(697.4002), np.float32(1898.7556), np.float32(975.3215))",0.38031473755836487,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1098-00_1732258945547_Mandibular_View.jpg,0,"(np.float32(50.699604), np.float32(362.67526), np.float32(344.39017), np.float32(637.9465))",0.8924028277397156,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1098-00_1732258945547_Mandibular_View.jpg,1,"(np.float32(1339.9653), np.float32(319.87466), np.float32(1643.0), np.float32(612.7204))",0.8638954758644104,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1098-00_1732258945547_Mandibular_View.jpg,2,"(np.float32(2.3068883), np.float32(175.1992), np.float32(276.05988), np.float32(409.62668))",0.6853718757629395,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1147-00_1732601448785_Mandibular_View.jpg,0,"(np.float32(41.569805), np.float32(109.583), np.float32(396.8), np.float32(413.714))",0.9289354681968689,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1147-00_1732601448785_Mandibular_View.jpg,1,"(np.float32(79.320915), np.float32(368.8352), np.float32(453.97522), np.float32(699.0763))",0.905399739742279,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1147-00_1732601448785_Mandibular_View.jpg,2,"(np.float32(1825.5571), np.float32(145.80748), np.float32(2182.4377), np.float32(456.52103))",0.8994325399398804,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1147-00_1732601448785_Mandibular_View.jpg,3,"(np.float32(1779.1901), np.float32(411.24435), np.float32(2164.9202), np.float32(746.87585))",0.79916912317276,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1237-00_1732950198369_Mandibular_View.jpg,0,"(np.float32(1850.4064), np.float32(369.96375), np.float32(2241.9583), np.float32(736.6171))",0.9054563641548157,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1237-00_1732950198369_Mandibular_View.jpg,1,"(np.float32(1955.6272), np.float32(75.81387), np.float32(2311.1333), np.float32(427.2676))",0.9004644751548767,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1237-00_1732950198369_Mandibular_View.jpg,2,"(np.float32(113.117516), np.float32(434.02893), np.float32(495.13974), np.float32(796.0999))",0.8936055898666382,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1239-00_1732953329744_Mandibular_View.jpg,0,"(np.float32(1779.5304), np.float32(112.487625), np.float32(2130.5835), np.float32(467.2877))",0.9292640686035156,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1239-00_1732953329744_Mandibular_View.jpg,1,"(np.float32(32.91828), np.float32(201.27998), np.float32(391.37845), np.float32(574.2355))",0.9259626865386963,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1239-00_1732953329744_Mandibular_View.jpg,2,"(np.float32(1720.995), np.float32(427.4429), np.float32(2097.243), np.float32(803.52924))",0.9245896935462952,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1239-00_1732953329744_Mandibular_View.jpg,3,"(np.float32(153.70496), np.float32(491.41275), np.float32(563.5252), np.float32(914.8692))",0.8700594902038574,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1263-00_1733124846881_Mandibular_View.jpg,0,"(np.float32(290.41998), np.float32(579.691), np.float32(698.86646), np.float32(998.0676))",0.9264929294586182,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1263-00_1733124846881_Mandibular_View.jpg,1,"(np.float32(1990.873), np.float32(413.46732), np.float32(2430.3123), np.float32(814.9087))",0.8932235240936279,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1303-00_1733387722479_Mandibular_View.jpg,0,"(np.float32(2071.8833), np.float32(218.22751), np.float32(2478.9355), np.float32(587.9701))",0.9176375269889832,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1303-00_1733387722479_Mandibular_View.jpg,1,"(np.float32(42.866657), np.float32(259.2513), np.float32(419.415), np.float32(629.55005))",0.9068489074707031,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1303-00_1733387722479_Mandibular_View.jpg,2,"(np.float32(74.854935), np.float32(573.21136), np.float32(502.30063), np.float32(960.871))",0.8574536442756653,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1303-00_1733387722479_Mandibular_View.jpg,3,"(np.float32(1996.257), np.float32(542.5684), np.float32(2446.9133), np.float32(969.0052))",0.5971575975418091,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1340-00_1733554137729_Mandibular_View.jpg,0,"(np.float32(1842.7728), np.float32(114.36991), np.float32(2229.1118), np.float32(461.0515))",0.9253240823745728,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1340-00_1733554137729_Mandibular_View.jpg,1,"(np.float32(121.43943), np.float32(561.156), np.float32(515.5075), np.float32(920.3725))",0.9192236661911011,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1340-00_1733554137729_Mandibular_View.jpg,2,"(np.float32(64.43228), np.float32(298.56036), np.float32(439.67307), np.float32(628.9716))",0.9166738390922546,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1340-00_1733554137729_Mandibular_View.jpg,3,"(np.float32(1774.3691), np.float32(413.76868), np.float32(2191.0874), np.float32(771.277))",0.9095896482467651,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1340-00_1733554137729_Mandibular_View.jpg,4,"(np.float32(216.61024), np.float32(832.43945), np.float32(545.03046), np.float32(1119.8823))",0.8787270784378052,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1340-00_1733554137729_Mandibular_View.jpg,5,"(np.float32(1752.9952), np.float32(705.81805), np.float32(2094.4863), np.float32(989.6677))",0.8258773684501648,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1342-00_1733555666542_Mandibular_View.jpg,0,"(np.float32(64.338165), np.float32(436.437), np.float32(447.9902), np.float32(803.54156))",0.9116398096084595,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1361-00_1733724284664_Mandibular_View.jpg,0,"(np.float32(265.6842), np.float32(528.882), np.float32(557.53723), np.float32(882.07715))",0.9181597828865051,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1361-00_1733724284664_Mandibular_View.jpg,1,"(np.float32(1722.9138), np.float32(37.29308), np.float32(2057.9062), np.float32(377.71097))",0.4718877971172333,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1361-00_1733724284664_Mandibular_View.jpg,2,"(np.float32(1646.7023), np.float32(367.62125), np.float32(2029.8334), np.float32(764.3505))",0.4135313034057617,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1384-00_1733810523480_Mandibular_View.jpg,0,"(np.float32(84.672554), np.float32(496.00842), np.float32(524.60803), np.float32(878.91156))",0.9213037490844727,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1384-00_1733810523480_Mandibular_View.jpg,1,"(np.float32(2113.6794), np.float32(177.41206), np.float32(2528.2595), np.float32(487.458))",0.9107935428619385,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1384-00_1733810523480_Mandibular_View.jpg,2,"(np.float32(2032.9456), np.float32(429.03815), np.float32(2500.9104), np.float32(835.55096))",0.758230447769165,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1384-00_1733810523480_Mandibular_View.jpg,3,"(np.float32(52.99179), np.float32(238.52081), np.float32(445.8824), np.float32(551.4632))",0.7474759221076965,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1400-00_1733894193696_Mandibular_View.jpg,0,"(np.float32(2129.7302), np.float32(205.8023), np.float32(2588.916), np.float32(655.2085))",0.9000992178916931,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1400-00_1733894193696_Mandibular_View.jpg,1,"(np.float32(100.72213), np.float32(598.17224), np.float32(550.3277), np.float32(1026.1387))",0.7069913744926453,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1400-00_1733894193696_Mandibular_View.jpg,2,"(np.float32(2002.0481), np.float32(608.9221), np.float32(2496.1433), np.float32(1068.8623))",0.6780457496643066,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1421-00_1733979671839_Mandibular_View.jpg,0,"(np.float32(223.01462), np.float32(447.42752), np.float32(566.40875), np.float32(756.7148))",0.9217749238014221,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1421-00_1733979671839_Mandibular_View.jpg,1,"(np.float32(2094.781), np.float32(93.50804), np.float32(2436.6062), np.float32(428.72928))",0.9063945412635803,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1421-00_1733979671839_Mandibular_View.jpg,2,"(np.float32(277.79166), np.float32(695.85406), np.float32(597.68665), np.float32(1003.6824))",0.901226282119751,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1421-00_1733979671839_Mandibular_View.jpg,3,"(np.float32(194.09392), np.float32(210.42535), np.float32(467.06506), np.float32(481.56274))",0.8740183711051941,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1421-00_1733979671839_Mandibular_View.jpg,4,"(np.float32(1921.512), np.float32(652.74255), np.float32(2271.3796), np.float32(1009.5213))",0.8733229041099548,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-1421-00_1733979671839_Mandibular_View.jpg,5,"(np.float32(1951.7378), np.float32(366.60098), np.float32(2395.9924), np.float32(758.829))",0.8317030668258667,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-577-00_1728965843715_Mandibular_View.jpg,0,"(np.float32(370.87518), np.float32(346.7713), np.float32(758.04626), np.float32(687.95056))",0.9325361251831055,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-577-00_1728965843715_Mandibular_View.jpg,1,"(np.float32(2018.3151), np.float32(341.36108), np.float32(2393.7468), np.float32(667.5647))",0.9247722625732422,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-577-00_1728965843715_Mandibular_View.jpg,2,"(np.float32(2054.476), np.float32(67.13394), np.float32(2413.2761), np.float32(380.2502))",0.9225227236747742,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-577-00_1728965843715_Mandibular_View.jpg,3,"(np.float32(317.51886), np.float32(68.44222), np.float32(659.7797), np.float32(376.77676))",0.8866463303565979,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-577-00_1728965843715_Mandibular_View.jpg,4,"(np.float32(1953.9543), np.float32(602.0284), np.float32(2313.6646), np.float32(964.8434))",0.8486645817756653,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-577-00_1728965843715_Mandibular_View.jpg,5,"(np.float32(460.81378), np.float32(616.8477), np.float32(827.0699), np.float32(1006.4642))",0.7969515919685364,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-583-00_1728975790763_Mandibular_View.jpg,0,"(np.float32(2198.9685), np.float32(78.35753), np.float32(2571.8215), np.float32(352.31836))",0.8008441925048828,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-632-00_1729144134892_Mandibular_View.jpg,0,"(np.float32(0.0), np.float32(211.83215), np.float32(372.82382), np.float32(505.78314))",0.9212257266044617,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-632-00_1729144134892_Mandibular_View.jpg,1,"(np.float32(1638.3744), np.float32(231.95961), np.float32(2023.52), np.float32(596.2315))",0.9115707874298096,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-660-00_1729228102787_Mandibular_View.jpg,0,"(np.float32(66.53824), np.float32(596.2389), np.float32(498.10855), np.float32(986.9802))",0.785231351852417,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-660-00_1729228102787_Mandibular_View.jpg,1,"(np.float32(1829.448), np.float32(345.07397), np.float32(2223.4917), np.float32(679.99506))",0.7672925591468811,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-660-00_1729228102787_Mandibular_View.jpg,2,"(np.float32(199.63994), np.float32(916.9616), np.float32(571.7476), np.float32(1226.8973))",0.677181601524353,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-660-00_1729228102787_Mandibular_View.jpg,3,"(np.float32(5.260809), np.float32(272.40372), np.float32(384.9516), np.float32(632.801))",0.551464855670929,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-660-00_1729228102787_Mandibular_View.jpg,4,"(np.float32(1803.3297), np.float32(20.836296), np.float32(2166.77), np.float32(360.959))",0.5355142951011658,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-663-00_1729231959410_Mandibular_View.jpg,0,"(np.float32(119.373055), np.float32(445.9822), np.float32(513.9628), np.float32(839.17816))",0.93600994348526,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-663-00_1729231959410_Mandibular_View.jpg,1,"(np.float32(1775.3701), np.float32(395.98315), np.float32(2140.994), np.float32(778.52246))",0.9242483973503113,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-663-00_1729231959410_Mandibular_View.jpg,2,"(np.float32(1820.6995), np.float32(90.42527), np.float32(2152.92), np.float32(423.6102))",0.9168892502784729,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-663-00_1729231959410_Mandibular_View.jpg,3,"(np.float32(66.57123), np.float32(153.43582), np.float32(433.3255), np.float32(490.07236))",0.8388809561729431,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-669-00_1729236271453_Mandibular_View.jpg,0,"(np.float32(114.90023), np.float32(381.4965), np.float32(527.5663), np.float32(760.6223))",0.9069995284080505,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-669-00_1729236271453_Mandibular_View.jpg,1,"(np.float32(2048.6323), np.float32(573.8167), np.float32(2501.0005), np.float32(999.2123))",0.9044754505157471,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-669-00_1729236271453_Mandibular_View.jpg,2,"(np.float32(205.9632), np.float32(711.3714), np.float32(682.81287), np.float32(1168.1687))",0.8868561387062073,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-709-00_1729484054385_Mandibular_View.jpg,0,"(np.float32(1326.2881), np.float32(52.63572), np.float32(1594.2825), np.float32(275.8015))",0.9292398691177368,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-709-00_1729484054385_Mandibular_View.jpg,1,"(np.float32(14.458434), np.float32(272.20807), np.float32(286.2413), np.float32(516.4286))",0.9204304218292236,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-709-00_1729484054385_Mandibular_View.jpg,2,"(np.float32(102.89673), np.float32(455.6195), np.float32(391.7446), np.float32(729.8052))",0.9169748425483704,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-709-00_1729484054385_Mandibular_View.jpg,3,"(np.float32(1279.2439), np.float32(253.06445), np.float32(1580.5729), np.float32(502.06955))",0.8572778105735779,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-709-00_1729484054385_Mandibular_View.jpg,4,"(np.float32(1255.4458), np.float32(436.93433), np.float32(1492.2422), np.float32(636.1455))",0.7938409447669983,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-723-00_1729499837526_Mandibular_View.jpg,0,"(np.float32(1316.003), np.float32(180.59038), np.float32(1602.254), np.float32(412.3605))",0.9109019637107849,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-723-00_1729499837526_Mandibular_View.jpg,1,"(np.float32(103.68694), np.float32(169.07114), np.float32(378.91238), np.float32(427.53687))",0.9064800143241882,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-723-00_1729499837526_Mandibular_View.jpg,2,"(np.float32(187.91765), np.float32(372.6449), np.float32(475.2192), np.float32(634.21515))",0.8890178799629211,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-723-00_1729499837526_Mandibular_View.jpg,3,"(np.float32(274.43295), np.float32(585.2755), np.float32(506.60083), np.float32(811.6636))",0.8742865324020386,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-786-00_1729836270232_Mandibular_View.jpg,0,"(np.float32(1690.877), np.float32(392.19162), np.float32(2089.6401), np.float32(793.8873))",0.9350736141204834,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-786-00_1729836270232_Mandibular_View.jpg,1,"(np.float32(45.6939), np.float32(339.1825), np.float32(441.19315), np.float32(705.22473))",0.9312824010848999,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-786-00_1729836270232_Mandibular_View.jpg,2,"(np.float32(1641.9937), np.float32(684.6959), np.float32(1958.8882), np.float32(1001.5549))",0.7420589923858643,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,0,"(np.float32(1263.2286), np.float32(231.89047), np.float32(1547.6102), np.float32(470.02844))",0.9265546798706055,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,1,"(np.float32(38.841206), np.float32(107.4965), np.float32(314.2861), np.float32(358.98846))",0.9227086305618286,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,2,"(np.float32(119.91274), np.float32(307.85855), np.float32(430.44858), np.float32(587.2416))",0.9183093309402466,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,3,"(np.float32(1285.5842), np.float32(44.524136), np.float32(1525.7283), np.float32(273.03506))",0.905146598815918,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,4,"(np.float32(1293.8624), np.float32(429.467), np.float32(1527.7937), np.float32(594.7572))",0.683085560798645,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,5,"(np.float32(1280.3954), np.float32(557.2719), np.float32(1498.6327), np.float32(749.36127))",0.6211401224136353,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,6,"(np.float32(224.67781), np.float32(525.5456), np.float32(469.61835), np.float32(741.64343))",0.5852329730987549,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-810-00_1729925219683_Mandibular_View.jpg,0,"(np.float32(216.67871), np.float32(408.82318), np.float32(619.3186), np.float32(816.2116))",0.920067310333252,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-810-00_1729925219683_Mandibular_View.jpg,1,"(np.float32(15.595919), np.float32(62.03642), np.float32(471.3509), np.float32(487.391))",0.9184649586677551,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-810-00_1729925219683_Mandibular_View.jpg,2,"(np.float32(1765.9391), np.float32(51.600452), np.float32(2172.8872), np.float32(440.12518))",0.91819828748703,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-810-00_1729925219683_Mandibular_View.jpg,3,"(np.float32(1718.818), np.float32(382.4914), np.float32(2083.9233), np.float32(735.7232))",0.9165302515029907,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-810-00_1729925219683_Mandibular_View.jpg,4,"(np.float32(382.00586), np.float32(740.60095), np.float32(708.91095), np.float32(1100.4935))",0.722996711730957,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-810-00_1729925219683_Mandibular_View.jpg,5,"(np.float32(1705.251), np.float32(693.34015), np.float32(2006.9194), np.float32(1032.0306))",0.6951096653938293,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-921-00_1730696794338_Mandibular_View.jpg,0,"(np.float32(1993.4783), np.float32(84.340775), np.float32(2488.37), np.float32(484.98404))",0.898090660572052,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-921-00_1730696794338_Mandibular_View.jpg,1,"(np.float32(1922.8752), np.float32(446.41998), np.float32(2456.5918), np.float32(940.2625))",0.8963688611984253,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-921-00_1730696794338_Mandibular_View.jpg,2,"(np.float32(163.7458), np.float32(905.41583), np.float32(511.4951), np.float32(1203.3716))",0.8298779726028442,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-921-00_1730696794338_Mandibular_View.jpg,3,"(np.float32(59.678654), np.float32(575.4861), np.float32(532.315), np.float32(979.64905))",0.8135082125663757,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-921-00_1730696794338_Mandibular_View.jpg,4,"(np.float32(53.91221), np.float32(244.18504), np.float32(477.59662), np.float32(620.73456))",0.6336263418197632,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-925-00_1730702265650_Mandibular_View.jpg,0,"(np.float32(6.9196734), np.float32(382.33817), np.float32(409.42874), np.float32(766.99976))",0.9202035665512085,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-925-00_1730702265650_Mandibular_View.jpg,1,"(np.float32(1702.8074), np.float32(560.8615), np.float32(2114.3845), np.float32(970.29675))",0.9119391441345215,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-925-00_1730702265650_Mandibular_View.jpg,2,"(np.float32(1798.2733), np.float32(220.85963), np.float32(2235.4934), np.float32(646.69666))",0.911063015460968,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-925-00_1730702265650_Mandibular_View.jpg,3,"(np.float32(127.47736), np.float32(703.5388), np.float32(484.73096), np.float32(1084.143))",0.8959046602249146,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-925-00_1730702265650_Mandibular_View.jpg,4,"(np.float32(1627.2822), np.float32(880.59625), np.float32(1947.4655), np.float32(1246.547))",0.8428636193275452,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-925-00_1730702265650_Mandibular_View.jpg,5,"(np.float32(269.37967), np.float32(991.21295), np.float32(541.60724), np.float32(1348.561))",0.3587561845779419,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-927-00_1730706613383_Mandibular_View.jpg,0,"(np.float32(2087.854), np.float32(173.21579), np.float32(2551.229), np.float32(563.2659))",0.8976002335548401,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-927-00_1730706613383_Mandibular_View.jpg,1,"(np.float32(207.95595), np.float32(370.81296), np.float32(572.24524), np.float32(708.83264))",0.8965312242507935,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-927-00_1730706613383_Mandibular_View.jpg,2,"(np.float32(260.20645), np.float32(652.665), np.float32(635.1243), np.float32(1044.5592))",0.893622636795044,pipeline_imagen_a_imagen
no_retractors_Mandibular_anonymous_003-007-927-00_1730706613383_Mandibular_View.jpg,3,"(np.float32(1993.3564), np.float32(517.11505), np.float32(2464.0693), np.float32(927.3393))",0.7459933161735535,pipeline_imagen_a_imagen
