imagen,caja_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,conf_deteccion,n_instancias_candidatas,instancia_correcta_revisor1,instancia_correcta_revisor2,consenso
no_retractors_Mandibular_anonymous_003-007-1384-00_1733810523480_Mandibular_View.jpg,2,2032.9456,429.03815,2500.9104,835.55096,0.758230447769165,14,1,1,1
no_retractors_Mandibular_anonymous_003-007-1384-00_1733810523480_Mandibular_View.jpg,3,52.99179,238.52081,445.8824,551.4632,0.7474759221076965,14,6,6,6
no_retractors_Mandibular_anonymous_003-007-1400-00_1733894193696_Mandibular_View.jpg,0,2129.7302,205.8023,2588.916,655.2085,0.9000992178916931,14,9,9,9
no_retractors_Mandibular_anonymous_003-007-1400-00_1733894193696_Mandibular_View.jpg,1,100.72213,598.17224,550.3277,1026.1387,0.7069913744926453,14,2,2,2
no_retractors_Mandibular_anonymous_003-007-1400-00_1733894193696_Mandibular_View.jpg,2,2002.0481,608.9221,2496.1433,1068.8623,0.6780457496643066,14,3,3,3
no_retractors_Mandibular_anonymous_003-007-1421-00_1733979671839_Mandibular_View.jpg,0,223.01462,447.42752,566.40875,756.7148,0.9217749238014221,13,3,3,3
no_retractors_Mandibular_anonymous_003-007-1421-00_1733979671839_Mandibular_View.jpg,1,2094.781,93.50804,2436.6062,428.72928,0.9063945412635803,13,10,10,10
no_retractors_Mandibular_anonymous_003-007-1421-00_1733979671839_Mandibular_View.jpg,2,277.79166,695.85406,597.68665,1003.6824,0.901226282119751,13,1,1,1
no_retractors_Mandibular_anonymous_003-007-1421-00_1733979671839_Mandibular_View.jpg,3,194.09392,210.42535,467.06506,481.56274,0.8740183711051941,13,8,8,8
no_retractors_Mandibular_anonymous_003-007-1421-00_1733979671839_Mandibular_View.jpg,4,1921.512,652.74255,2271.3796,1009.5213,0.8733229041099548,13,0,0,0
no_retractors_Mandibular_anonymous_003-007-1421-00_1733979671839_Mandibular_View.jpg,5,1951.7378,366.60098,2395.9924,758.829,0.8317030668258667,13,ninguna,ninguna,ninguna
no_retractors_Mandibular_anonymous_003-007-577-00_1728965843715_Mandibular_View.jpg,0,370.87518,346.7713,758.04626,687.95056,0.9325361251831055,14,3,3,3
no_retractors_Mandibular_anonymous_003-007-577-00_1728965843715_Mandibular_View.jpg,1,2018.3151,341.36108,2393.7468,667.5647,0.9247722625732422,14,8,8,8
no_retractors_Mandibular_anonymous_003-007-577-00_1728965843715_Mandibular_View.jpg,2,2054.476,67.13394,2413.2761,380.2502,0.9225227236747742,14,1,1,1
no_retractors_Mandibular_anonymous_003-007-577-00_1728965843715_Mandibular_View.jpg,3,317.51886,68.44222,659.7797,376.77676,0.8866463303565979,14,5,5,5
no_retractors_Mandibular_anonymous_003-007-577-00_1728965843715_Mandibular_View.jpg,4,1953.9543,602.0284,2313.6646,964.8434,0.8486645817756653,14,0,0,0
no_retractors_Mandibular_anonymous_003-007-577-00_1728965843715_Mandibular_View.jpg,5,460.81378,616.8477,827.0699,1006.4642,0.7969515919685364,14,2,2,2
no_retractors_Mandibular_anonymous_003-007-583-00_1728975790763_Mandibular_View.jpg,0,2198.9685,78.35753,2571.8215,352.31836,0.8008441925048828,14,13,13,13
no_retractors_Mandibular_anonymous_003-007-632-00_1729144134892_Mandibular_View.jpg,0,0.0,211.83215,372.82382,505.78314,0.9212257266044617,12,8,8,8
no_retractors_Mandibular_anonymous_003-007-632-00_1729144134892_Mandibular_View.jpg,1,1638.3744,231.95961,2023.52,596.2315,0.9115707874298096,12,4,4,4
no_retractors_Mandibular_anonymous_003-007-660-00_1729228102787_Mandibular_View.jpg,0,66.53824,596.2389,498.10855,986.9802,0.785231351852417,14,4,4,4
no_retractors_Mandibular_anonymous_003-007-660-00_1729228102787_Mandibular_View.jpg,1,1829.448,345.07397,2223.4917,679.99506,0.7672925591468811,14,3,3,3
no_retractors_Mandibular_anonymous_003-007-660-00_1729228102787_Mandibular_View.jpg,2,199.63994,916.9616,571.7476,1226.8973,0.677181601524353,14,0,0,0
no_retractors_Mandibular_anonymous_003-007-660-00_1729228102787_Mandibular_View.jpg,3,5.260809,272.40372,384.9516,632.801,0.551464855670929,14,7,7,7
no_retractors_Mandibular_anonymous_003-007-660-00_1729228102787_Mandibular_View.jpg,4,1803.3297,20.836296,2166.77,360.959,0.5355142951011658,14,6,6,6
no_retractors_Mandibular_anonymous_003-007-663-00_1729231959410_Mandibular_View.jpg,0,119.373055,445.9822,513.9628,839.17816,0.93600994348526,14,1,1,1
no_retractors_Mandibular_anonymous_003-007-663-00_1729231959410_Mandibular_View.jpg,1,1775.3701,395.98315,2140.994,778.52246,0.9242483973503113,14,4,4,4
no_retractors_Mandibular_anonymous_003-007-663-00_1729231959410_Mandibular_View.jpg,2,1820.6995,90.42527,2152.92,423.6102,0.9168892502784729,14,13,13,13
no_retractors_Mandibular_anonymous_003-007-663-00_1729231959410_Mandibular_View.jpg,3,66.57123,153.43582,433.3255,490.07236,0.8388809561729431,14,10,10,10
no_retractors_Mandibular_anonymous_003-007-669-00_1729236271453_Mandibular_View.jpg,0,114.90023,381.4965,527.5663,760.6223,0.9069995284080505,12,4,4,4
no_retractors_Mandibular_anonymous_003-007-669-00_1729236271453_Mandibular_View.jpg,1,2048.6323,573.8167,2501.0005,999.2123,0.9044754505157471,12,2,2,2
no_retractors_Mandibular_anonymous_003-007-669-00_1729236271453_Mandibular_View.jpg,2,205.9632,711.3714,682.81287,1168.1687,0.8868561387062073,12,1,1,1
no_retractors_Mandibular_anonymous_003-007-709-00_1729484054385_Mandibular_View.jpg,0,1326.2881,52.63572,1594.2825,275.8015,0.9292398691177368,14,8,8,8
no_retractors_Mandibular_anonymous_003-007-709-00_1729484054385_Mandibular_View.jpg,1,14.458434,272.20807,286.2413,516.4286,0.9204304218292236,14,9,9,9
no_retractors_Mandibular_anonymous_003-007-709-00_1729484054385_Mandibular_View.jpg,2,102.89673,455.6195,391.7446,729.8052,0.9169748425483704,14,3,3,3
no_retractors_Mandibular_anonymous_003-007-709-00_1729484054385_Mandibular_View.jpg,3,1279.2439,253.06445,1580.5729,502.06955,0.8572778105735779,14,5,5,5
no_retractors_Mandibular_anonymous_003-007-709-00_1729484054385_Mandibular_View.jpg,4,1255.4458,436.93433,1492.2422,636.1455,0.7938409447669983,14,1,1,1
no_retractors_Mandibular_anonymous_003-007-723-00_1729499837526_Mandibular_View.jpg,0,1316.003,180.59038,1602.254,412.3605,0.9109019637107849,14,5,5,5
no_retractors_Mandibular_anonymous_003-007-723-00_1729499837526_Mandibular_View.jpg,1,103.68694,169.07114,378.91238,427.53687,0.9064800143241882,14,6,6,6
no_retractors_Mandibular_anonymous_003-007-723-00_1729499837526_Mandibular_View.jpg,2,187.91765,372.6449,475.2192,634.21515,0.8890178799629211,14,0,0,0
no_retractors_Mandibular_anonymous_003-007-723-00_1729499837526_Mandibular_View.jpg,3,274.43295,585.2755,506.60083,811.6636,0.8742865324020386,14,2,2,2
no_retractors_Mandibular_anonymous_003-007-786-00_1729836270232_Mandibular_View.jpg,0,1690.877,392.19162,2089.6401,793.8873,0.9350736141204834,14,0,0,0
no_retractors_Mandibular_anonymous_003-007-786-00_1729836270232_Mandibular_View.jpg,1,45.6939,339.1825,441.19315,705.22473,0.9312824010848999,14,6,6,6
no_retractors_Mandibular_anonymous_003-007-786-00_1729836270232_Mandibular_View.jpg,2,1641.9937,684.6959,1958.8882,1001.5549,0.7420589923858643,14,3,3,3
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,0,1263.2286,231.89047,1547.6102,470.02844,0.9265546798706055,16,3,3,3
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,1,38.841206,107.4965,314.2861,358.98846,0.9227086305618286,16,11,11,11
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,2,119.91274,307.85855,430.44858,587.2416,0.9183093309402466,16,2,2,2
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,3,1285.5842,44.524136,1525.7283,273.03506,0.905146598815918,16,7,7,7
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,4,1293.8624,429.467,1527.7937,594.7572,0.683085560798645,16,5,5,5
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,5,1280.3954,557.2719,1498.6327,749.36127,0.6211401224136353,16,1,1,1
no_retractors_Mandibular_anonymous_003-007-788-00_1729839721436_Mandibular_View.jpg,6,224.67781,525.5456,469.61835,741.64343,0.5852329730987549,16,0,0,0
no_retractors_Mandibular_anonymous_003-007-810-00_1729925219683_Mandibular_View.jpg,0,216.67871,408.82318,619.3186,816.2116,0.920067310333252,12,1,1,1
no_retractors_Mandibular_anonymous_003-007-810-00_1729925219683_Mandibular_View.jpg,1,15.595919,62.03642,471.3509,487.391,0.9184649586677551,12,5,5,5
no_retractors_Mandibular_anonymous_003-007-810-00_1729925219683_Mandibular_View.jpg,2,1765.9391,51.600452,2172.8872,440.12518,0.91819828748703,12,9,9,9
no_retractors_Mandibular_anonymous_003-007-810-00_1729925219683_Mandibular_View.jpg,3,1718.818,382.4914,2083.9233,735.7232,0.9165302515029907,12,2,2,2
no_retractors_Mandibular_anonymous_003-007-810-00_1729925219683_Mandibular_View.jpg,4,382.00586,740.60095,708.91095,1100.4935,0.722996711730957,12,0,0,0
no_retractors_Mandibular_anonymous_003-007-810-00_1729925219683_Mandibular_View.jpg,5,1705.251,693.34015,2006.9194,1032.0306,0.6951096653938293,12,8,8,8
no_retractors_Mandibular_anonymous_003-007-921-00_1730696794338_Mandibular_View.jpg,0,1993.4783,84.340775,2488.37,484.98404,0.898090660572052,14,5,5,5
no_retractors_Mandibular_anonymous_003-007-921-00_1730696794338_Mandibular_View.jpg,1,1922.8752,446.41998,2456.5918,940.2625,0.8963688611984253,14,2,2,2
no_retractors_Mandibular_anonymous_003-007-921-00_1730696794338_Mandibular_View.jpg,2,163.7458,905.41583,511.4951,1203.3716,0.8298779726028442,14,6,6,6
no_retractors_Mandibular_anonymous_003-007-921-00_1730696794338_Mandibular_View.jpg,3,59.678654,575.4861,532.315,979.64905,0.8135082125663757,14,4,4,4
no_retractors_Mandibular_anonymous_003-007-921-00_1730696794338_Mandibular_View.jpg,4,53.91221,244.18504,477.59662,620.73456,0.6336263418197632,14,13,13,13
no_retractors_Mandibular_anonymous_003-007-925-00_1730702265650_Mandibular_View.jpg,0,6.9196734,382.33817,409.42874,766.99976,0.9202035665512085,12,9,9,9
no_retractors_Mandibular_anonymous_003-007-925-00_1730702265650_Mandibular_View.jpg,1,1702.8074,560.8615,2114.3845,970.29675,0.9119391441345215,12,0,0,0
no_retractors_Mandibular_anonymous_003-007-925-00_1730702265650_Mandibular_View.jpg,2,1798.2733,220.85963,2235.4934,646.69666,0.911063015460968,12,5,5,5
no_retractors_Mandibular_anonymous_003-007-925-00_1730702265650_Mandibular_View.jpg,3,127.47736,703.5388,484.73096,1084.143,0.8959046602249146,12,2,2,2
no_retractors_Mandibular_anonymous_003-007-925-00_1730702265650_Mandibular_View.jpg,4,1627.2822,880.59625,1947.4655,1246.547,0.8428636193275452,12,11,11,11
no_retractors_Mandibular_anonymous_003-007-925-00_1730702265650_Mandibular_View.jpg,5,269.37967,991.21295,541.60724,1348.561,0.3587561845779419,12,10,1,10
no_retractors_Mandibular_anonymous_003-007-927-00_1730706613383_Mandibular_View.jpg,0,2087.854,173.21579,2551.229,563.2659,0.8976002335548401,15,12,12,12
no_retractors_Mandibular_anonymous_003-007-927-00_1730706613383_Mandibular_View.jpg,1,207.95595,370.81296,572.24524,708.83264,0.8965312242507935,15,10,1,10
no_retractors_Mandibular_anonymous_003-007-927-00_1730706613383_Mandibular_View.jpg,2,260.20645,652.665,635.1243,1044.5592,0.893622636795044,15,1,1,1
no_retractors_Mandibular_anonymous_003-007-927-00_1730706613383_Mandibular_View.jpg,3,1993.3564,517.11505,2464.0693,927.3393,0.7459933161735535,15,0,0,0
no_retractors_Mandibular_anonymous_003-007-946-00_1730786337286_Mandibular_View.jpg,0,1689.7776,315.09344,2166.5706,788.2811,0.8677403926849365,11,0,0,0
no_retractors_Mandibular_anonymous_003-007-946-00_1730786337286_Mandibular_View.jpg,1,87.08422,351.28815,522.7864,800.5315,0.4637276232242584,11,4,4,4
no_retractors_Mandibular_anonymous_003-007-946-00_1730786337286_Mandibular_View.jpg,2,215.68068,740.382,605.90955,1169.122,0.33592790365219116,11,1,1,1
no_retractors_Mandibular_anonymous_003-007-946-00_1730786337286_Mandibular_View.jpg,3,1606.6014,1133.7595,1828.368,1433.3,0.288360059261322,11,ninguna,ninguna,ninguna
no_retractors_Mandibular_anonymous_003-007-971-00_1730882176306_Mandibular_View.jpg,0,2068.5127,215.59793,2475.5042,602.5159,0.7589507102966309,13,4,4,4
no_retractors_Mandibular_anonymous_003-007-971-00_1730882176306_Mandibular_View.jpg,1,3.1538577,233.08617,443.86206,642.8823,0.4409405291080475,13,5,5,5
no_retractors_Mandibular_anonymous_003-007-971-00_1730882176306_Mandibular_View.jpg,2,1995.0156,550.0038,2415.81,942.57263,0.41226842999458313,13,2,2,2
no_retractors_Mandibular_anonymous_003-008-1046-00_1731321007329_Mandibular_View.jpg,0,107.15283,217.99574,364.16263,433.06134,0.9141668677330017,15,1,1,1
no_retractors_Mandibular_anonymous_003-008-1046-00_1731321007329_Mandibular_View.jpg,1,1134.1606,241.68379,1378.8402,440.65982,0.8651155829429626,15,0,0,0
no_retractors_Mandibular_anonymous_003-008-1050-00_1731326583496_Mandibular_View.jpg,0,971.69244,433.45175,1148.7506,616.609,0.7307671904563904,12,0,0,0
no_retractors_Mandibular_anonymous_003-008-1050-00_1731326583496_Mandibular_View.jpg,1,943.1946,572.2484,1086.292,746.8094,0.721065104007721,12,4,4,4
no_retractors_Mandibular_anonymous_003-008-1050-00_1731326583496_Mandibular_View.jpg,2,49.15819,245.51755,256.23575,435.9552,0.5806610584259033,12,1,1,1
no_retractors_Mandibular_anonymous_003-008-1050-00_1731326583496_Mandibular_View.jpg,3,1004.1594,263.83228,1197.4636,452.77756,0.39628079533576965,12,6,6,6
no_retractors_Mandibular_anonymous_003-008-1068-00_1731407626620_Mandibular_View.jpg,0,953.93604,346.43604,1159.6375,526.9036,0.90596604347229,14,2,2,2
no_retractors_Mandibular_anonymous_003-008-1068-00_1731407626620_Mandibular_View.jpg,1,81.83394,328.80518,277.76056,508.65924,0.8934382796287537,14,3,3,3
no_retractors_Mandibular_anonymous_003-008-1068-00_1731407626620_Mandibular_View.jpg,2,1008.558,197.73239,1214.7539,383.30472,0.8573009371757507,14,9,9,9
no_retractors_Mandibular_anonymous_003-008-1068-00_1731407626620_Mandibular_View.jpg,3,26.278456,183.45714,222.09914,353.84387,0.2661806344985962,14,6,6,6
no_retractors_Mandibular_anonymous_003-008-1110-00_1732280871545_Mandibular_View.jpg,0,25.66813,110.18411,220.93655,268.53876,0.9327926635742188,14,4,4,4
no_retractors_Mandibular_anonymous_003-008-1110-00_1732280871545_Mandibular_View.jpg,1,969.1509,209.52466,1177.2582,376.57843,0.774894118309021,14,13,13,13
no_retractors_Mandibular_anonymous_003-008-1110-00_1732280871545_Mandibular_View.jpg,2,933.75665,345.81885,1147.653,549.4682,0.5204704999923706,14,0,0,0
no_retractors_Mandibular_anonymous_003-008-1110-00_1732280871545_Mandibular_View.jpg,3,55.899128,247.29376,284.04263,449.38303,0.3460007309913635,14,2,2,2
no_retractors_Mandibular_anonymous_003-008-1138-00_1732535496374_Mandibular_View.jpg,0,877.08453,379.81754,1080.6458,576.43036,0.8990623950958252,18,0,0,0
no_retractors_Mandibular_anonymous_003-008-1138-00_1732535496374_Mandibular_View.jpg,1,126.68663,376.6157,320.14548,566.5375,0.8804062008857727,18,1,1,1
no_retractors_Mandibular_anonymous_003-008-1138-00_1732535496374_Mandibular_View.jpg,2,894.09424,552.2541,1054.866,724.40405,0.7237579822540283,18,12,12,12
no_retractors_Mandibular_anonymous_003-008-1138-00_1732535496374_Mandibular_View.jpg,3,65.82968,53.57442,240.39517,242.14876,0.6090036630630493,18,15,15,15
no_retractors_Mandibular_anonymous_003-008-1138-00_1732535496374_Mandibular_View.jpg,4,65.060715,224.6547,279.86697,407.63486,0.2633136808872223,18,3,3,3
no_retractors_Mandibular_anonymous_003-008-1184-00_1732710518322_Mandibular_View.jpg,0,44.793365,289.64102,276.72446,505.98383,0.9253575801849365,14,4,4,4
no_retractors_Mandibular_anonymous_003-008-1184-00_1732710518322_Mandibular_View.jpg,1,977.053,298.68283,1201.3395,511.87216,0.9024348855018616,14,6,6,6
no_retractors_Mandibular_anonymous_003-008-1184-00_1732710518322_Mandibular_View.jpg,2,1034.5928,184.80255,1213.8462,321.4162,0.8583839535713196,14,7,7,7
no_retractors_Mandibular_anonymous_003-008-1206-00_1732794547718_Mandibular_View.jpg,0,104.25515,116.93687,322.81506,306.07895,0.9212494492530823,14,2,2,2
no_retractors_Mandibular_anonymous_003-008-1206-00_1732794547718_Mandibular_View.jpg,1,1142.6377,253.72176,1380.3601,447.8002,0.7938576340675354,14,4,4,4
no_retractors_Mandibular_anonymous_003-008-1206-00_1732794547718_Mandibular_View.jpg,2,139.26,289.8741,376.69043,481.71866,0.5532200932502747,14,0,0,0
no_retractors_Mandibular_anonymous_003-008-1222-00_1732876045526_Mandibular_View.jpg,0,131.18007,369.44138,332.5241,574.9254,0.9391440153121948,13,0,0,0
no_retractors_Mandibular_anonymous_003-008-1222-00_1732876045526_Mandibular_View.jpg,1,910.0543,388.43634,1104.716,597.81104,0.9326587319374084,13,1,1,1
no_retractors_Mandibular_anonymous_003-008-1222-00_1732876045526_Mandibular_View.jpg,2,73.516426,200.8242,292.264,397.39578,0.9302021861076355,13,3,3,3
no_retractors_Mandibular_anonymous_003-008-1222-00_1732876045526_Mandibular_View.jpg,3,925.8441,227.76558,1141.6823,419.6539,0.9248978495597839,13,6,6,6
no_retractors_Mandibular_anonymous_003-008-1222-00_1732876045526_Mandibular_View.jpg,4,867.3102,512.06903,1031.6013,680.9164,0.8955733180046082,13,10,10,10
no_retractors_Mandibular_anonymous_003-008-1229-00_1732885041482_Mandibular_View.jpg,0,971.7735,198.76994,1188.1533,405.811,0.932498037815094,14,3,3,3
no_retractors_Mandibular_anonymous_003-008-1229-00_1732885041482_Mandibular_View.jpg,1,32.875782,226.15236,257.77142,434.17633,0.9270564913749695,14,4,4,4
no_retractors_Mandibular_anonymous_003-008-1229-00_1732885041482_Mandibular_View.jpg,2,973.1861,366.95526,1129.1776,517.0427,0.34893539547920227,14,5,5,5
no_retractors_Mandibular_anonymous_003-008-1251-00_1732969328065_Mandibular_View.jpg,0,981.9983,250.21516,1210.0166,463.0077,0.9094229936599731,12,2,2,2
no_retractors_Mandibular_anonymous_003-008-1251-00_1732969328065_Mandibular_View.jpg,1,130.10864,344.3158,330.85452,527.98254,0.5133228898048401,12,8,8,8
no_retractors_Mandibular_anonymous_003-008-1251-00_1732969328065_Mandibular_View.jpg,2,932.602,412.5755,1129.6692,608.8539,0.29137709736824036,12,1,1,1
