stem,width,height,blur_var,descartada,reason
anonymous_003-007-1214-00_1732862917124_Left_Lateral_View,1191.0,1191.0,8.976269668844497,False,
anonymous_003-007-962-00_1730870024975_Left_Lateral_View,1617.0,1617.0,6.378512693146636,False,
anonymous_003-007-1363-00_1733726568839_Left_Lateral_View,1379.0,1379.0,13.582425344973588,False,
anonymous_003-007-1066-00_1731400435441_Left_Lateral_View,1127.0,1127.0,8.595562271780816,False,
anonymous_003-007-1039-00_1731308349671_Left_Lateral_View,1274.0,1274.0,10.385227798526921,False,
anonymous_003_007_482_00_1728640974225_Left_Lateral_View,1201.0,674.0,68.20083573098715,False,
anonymous_003_103_352_00_1728045407980_Left_Lateral_View,1203.0,902.0,80.1532502790426,False,
anonymous_003-008-687-00_1729259500783_Left_Lateral_View,1021.0,573.0,42.01416996688188,False,
anonymous_003-008-1188-00_1732714947165_Left_Lateral_View,897.0,504.0,152.18120995691334,False,
anonymous_003-007-810-00_1729925219683_Left_Lateral_View,1055.0,1055.0,20.649261888269834,False,
anonymous_003_103_412_00_1728381408086_Left_Lateral_View,1148.0,861.0,175.31347824151928,False,
anonymous_003-007-1216-00_1732864099480_Left_Lateral_View,1209.0,1209.0,13.046694659466683,False,
anonymous_003_007_500_00_1728705713790_Left_Lateral_View,1348.0,1348.0,12.120279217767377,False,
anonymous_003_007_423_00_1728457856133_Left_Lateral_View,1589.0,892.0,16.17080430426378,False,
anonymous_003_007_367_00_1728117213404_Left_Lateral_View,1057.0,705.0,180.22926923978434,False,
anonymous_003-007-609-00_1729062135762_Left_Lateral_View,1271.0,1271.0,14.75445954893334,False,
anonymous_003-007-919-00_1730693501822_Left_Lateral_View,1356.0,1356.0,17.678266483047786,False,
anonymous_003_007_456_00_1728557521037_Left_Lateral_View,1179.0,662.0,33.86543205321482,False,
anonymous_003_007_525_00_1728797698567_Left_Lateral_View,1491.0,1491.0,6.514007792858161,False,
anonymous_003-007-663-00_1729231959410_Left_Lateral_View,1443.0,1443.0,16.298894096154974,False,
anonymous_003_007_472_00_1728627301290_Left_Lateral_View,1498.0,842.0,36.85915158244157,False,
anonymous_003-007-950-00_1730792603619_Left_Lateral_View,1562.0,1562.0,6.963642731674207,False,
anonymous_003_007_470_00_1728624071317_Left_Lateral_View,1042.0,585.0,26.89671403707988,False,
anonymous_003-008-1289-00_1733308999573_Mandibular_View,1267.0,711.0,83.85639158474326,False,
anonymous_003_007_464_00_1728568449512_Mandibular_View,1473.0,1104.0,63.65725317233235,False,
anonymous_003-007-1380-00_1733805872860_Mandibular_View,2070.0,1552.0,31.75183574247624,False,
anonymous_003-008-1305-00_1733394975162_Mandibular_View,1216.0,912.0,66.98995209104424,False,
anonymous_003-007-1335-00_1733549834282_Mandibular_View,2293.0,1718.0,27.112552061834197,False,
anonymous_003-008-685-00_1729257675748_Mandibular_View,1278.0,958.0,100.03656037142653,False,
anonymous_003_007_468_00_1728620859733_Mandibular_View,1920.0,1079.0,44.955082201363865,False,
anonymous_003-007-1084-00_1732176334274_Mandibular_View,2549.0,1911.0,25.205594215033187,False,
anonymous_003-007-1263-00_1733124846881_Mandibular_View,2575.0,1930.0,25.971522285025365,False,
anonymous_003-008-1456-00_1734084334408_Mandibular_View,1358.0,1018.0,79.95330439950357,False,
anonymous_005-007-1031-00_1731225767112_Mandibular_View,2748.0,2059.0,14.847048629599865,False,
anonymous_003-007-577-00_1728965843715_Mandibular_View,2587.0,1453.0,36.66320479729101,False,
anonymous_003-008-1479-00_1734169545024_Mandibular_View,1267.0,950.0,76.61931869109287,False,
anonymous_003_103_379_00_1728136654331_Mandibular_View,1272.0,953.0,40.56989048372652,False,
anonymous_003-007-844-00_1730178702530_Mandibular_View,2438.0,1626.0,24.966997024186995,False,
anonymous_003-007-1259-00_1733119589750_Mandibular_View,2284.0,1712.0,18.137695462032575,False,
anonymous_003-009-1192-00_1732773056314_Mandibular_View,2200.0,1467.0,29.07797267096026,False,
anonymous_003-008-886-00_1730285789339_Mandibular_View,1046.0,784.0,84.60076854260566,False,
anonymous_004-007-1402-00_1733897805768_Mandibular_View,2517.0,1886.0,47.40619733117564,False,
anonymous_003-007-1428-00_1733988334630_Mandibular_View,3060.0,2293.0,50.84796995038457,False,
anonymous_003-007-638-00_1729150964001_Mandibular_View,3017.0,3017.0,15.316629317345683,False,
anonymous_003-007-964-00_1730872789310_Mandibular_View,2507.0,1879.0,25.520299563218156,False,
anonymous_003_007_462_00_1728566123721_Mandibular_View,1707.0,1280.0,217.4791744148278,False,
anonymous_003-007-1475-00_1734158574747_Mandibular_View,2815.0,2110.0,35.719173687941485,False,
anonymous_003-007-640-00_1729152779082_Mandibular_View,2692.0,2018.0,41.20430991392548,False,
anonymous_003_007_312_00_1727929200065_Mandibular_View,1793.0,1007.0,29.091273516059168,False,
anonymous_003-007-901-00_1730354419378_Mandibular_View,2067.0,1549.0,50.705497389066274,False,
anonymous_003_007_419_00_1728451706078_Mandibular_View,1838.0,1032.0,46.98682299622341,False,
anonymous_003-008-1438-00_1734004111041_Mandibular_View,1170.0,877.0,119.49710927162977,False,
anonymous_003-008-1376-00_1733751803903_Mandibular_View,921.0,690.0,109.69405752324155,False,
anonymous_003_103_389_00_1728201279605_Mandibular_View,1186.0,889.0,44.19323885541976,False,
anonymous_003-008-958-00_1730805305872_Mandibular_View,1268.0,951.0,54.41676772691353,False,
anonymous_003_103_429_00_1728465660334_Mandibular_View,1197.0,897.0,83.61966481600345,False,
anonymous_003-007-950-00_1730792603619_Mandibular_View,2215.0,1660.0,40.009504465073505,False,
anonymous_003-008-573-00_1728917922092_Mandibular_View,1388.0,1040.0,27.661523815285726,False,
anonymous_003-008-979-00_1730897833262_Mandibular_View,1107.0,830.0,119.46893653631244,False,
anonymous_003_008_534_00_1728809131094_Mandibular_View,1648.0,1235.0,24.94854908724952,False,
anonymous_003_007_470_00_1728624071317_Mandibular_View,1871.0,1051.0,42.401769409121776,False,
anonymous_003-007-1386-00_1733813520372_Mandibular_View,2550.0,1912.0,23.71372977920002,False,
anonymous_003-008-1417-00_1733917109783_Mandibular_View,1130.0,847.0,158.00381664515254,False,
anonymous_004-008-1020-00_1731071782536_Mandibular_View,1198.0,673.0,73.17047060808417,False,
anonymous_003-007-1448-00_1734070151840_Mandibular_View,2480.0,1859.0,35.92960878577414,False,
anonymous_003-008-1018-00_1731069917933_Mandibular_View,1121.0,840.0,119.93312517067028,False,
anonymous_003-007-609-00_1729062135762_Mandibular_View,1955.0,1303.0,31.676855061223264,False,
anonymous_003_007_527_00_1728800578018_Mandibular_View,2193.0,1232.0,43.00737986076284,False,
anonymous_003_007_344_00_1728027849334_Mandibular_View,1608.0,1072.0,347.9260193860647,False,
anonymous_003-008-1136-00_1732533544748_Mandibular_View,1251.0,938.0,67.6429440659271,False,
anonymous_003_007_318_00_1727937793659_Mandibular_View,1863.0,1046.0,224.86807307101776,False,
anonymous_003-007-1169-00_1732687162700_Mandibular_View,2360.0,1769.0,48.20026002670751,False,
anonymous_003-007-1037-00_1731303473745_Mandibular_View,2241.0,1680.0,43.202409878001255,False,
anonymous_003-008-731-00_1729520727758_Mandibular_View,1149.0,861.0,39.7090176524175,False,
anonymous_003-008-1014-00_1731061021647_Mandibular_View,1167.0,875.0,65.69911714080231,False,
anonymous_003-008-856-00_1730197612329_Mandibular_View,1054.0,790.0,37.07400520816891,False,
anonymous_003-008-747-00_1729604100835_Mandibular_View,1062.0,796.0,59.24882411412022,False,
anonymous_003-007-899-00_1730351059853_Mandibular_View,2093.0,1568.0,24.00394292520328,False,
anonymous_003-007-1319-00_1733466947980_Mandibular_View,2277.0,1707.0,32.33873000654441,False,
anonymous_003_007_460_00_1728562740351_Mandibular_View,1421.0,1065.0,38.087195589509,False,
anonymous_003-008-1227-00_1732879520454_Mandibular_View,1412.0,1058.0,66.15724852502011,False,
anonymous_003-007-694-00_1729315527929_Mandibular_View,1550.0,1033.0,87.24637352391564,False,
anonymous_003-008-997-00_1730975206077_Mandibular_View,1239.0,929.0,68.32612114629242,False,
anonymous_003-007-1404-00_1733900046678_Mandibular_View,2809.0,2105.0,35.87675241991544,False,
anonymous_003-007-605-00_1729057547565_Mandibular_View,2415.0,1356.0,80.31400202760823,False,
anonymous_003-008-1458-00_1734086368021_Mandibular_View,1298.0,729.0,71.67117173578175,False,
anonymous_003_007_477_00_1728636023690_Mandibular_View,1376.0,773.0,56.00251533212818,False,
anonymous_003-007-699-00_1729324752845_Mandibular_View,1567.0,1045.0,65.64537851203498,False,
anonymous_003_103_417_00_1728448767701_Mandibular_View,2225.0,1250.0,223.87420699427696,False,
anonymous_003-007-839-00_1730103285428_Mandibular_View,2818.0,2112.0,11.7970750542789,False,
anonymous_003-007-1066-00_1731400435441_Mandibular_View,2485.0,1862.0,36.34342334964307,False,
anonymous_005-007-1024-00_1731215533901_Mandibular_View,2919.0,2188.0,13.729393766965906,False,
anonymous_003-008-851-00_1730122523730_Mandibular_View,1116.0,836.0,72.49797408688298,False,
anonymous_003_007_456_00_1728557521037_Mandibular_View,1324.0,992.0,60.4081586417234,False,
anonymous_003-008-648-00_1729163792384_Mandibular_View,1115.0,836.0,120.92582697767584,False,
anonymous_003-008-847-00_1730117317228_Mandibular_View,1152.0,863.0,53.69964177936936,False,
anonymous_003-007-1444-00_1734065185373_Mandibular_View,2420.0,1814.0,44.459292271382914,False,
anonymous_003-008-820-00_1729944688530_Mandibular_View,1295.0,971.0,60.21350989434607,False,
anonymous_003-008-1245-00_1732962951746_Mandibular_View,1299.0,974.0,89.057316280932,False,
anonymous_003_103_444_00_1728484210222_Mandibular_View,1417.0,1062.0,175.63489954382146,False,
anonymous_003_007_506_00_1728713000303_Mandibular_View,1783.0,1001.0,42.64684267438057,False,
anonymous_003-008-1370-00_1733737863866_Mandibular_View,1403.0,788.0,87.02370576711691,False,
anonymous_003-007-808-00_1729921561170_Mandibular_View,2289.0,1716.0,35.43810237566707,False,
anonymous_003_103_350_00_1728041382969_Mandibular_View,1345.0,1008.0,56.62272673618889,False,
anonymous_003-007-991-00_1730963330466_Mandibular_View,2831.0,2121.0,111.31224682665561,False,
anonymous_003-007-1301-00_1733385797447_Mandibular_View,2545.0,1908.0,50.93212795996381,False,
anonymous_003-007-1056-00_1731387137891_Mandibular_View,2342.0,1755.0,54.254784707771186,False,
anonymous_003-008-1114-00_1732362046489_Mandibular_View,1304.0,977.0,103.46215058824417,False,
anonymous_003-008-888-00_1730289062478_Mandibular_View,1248.0,936.0,69.53248769628931,False,
anonymous_003-008-1440-00_1734006422034_Mandibular_View,1188.0,890.0,125.14933055626172,False,
anonymous_003-007-1044-00_1731313465914_Mandibular_View,2637.0,1758.0,18.905647209189134,False,
anonymous_003_103_356_00_1728050338658_Mandibular_View,1239.0,929.0,67.62753913132647,False,
anonymous_003-008-866-00_1730209761250_Mandibular_View,1226.0,919.0,93.03295386936756,False,
anonymous_003-008-1309-00_1733401965672_Mandibular_View,1286.0,964.0,92.07123706270325,False,
anonymous_003-008-1222-00_1732876045526_Mandibular_View,1198.0,898.0,45.24679221298706,False,
anonymous_003-008-1177-00_1732701629982_Mandibular_View,1180.0,885.0,131.43313302706753,False,
anonymous_003-008-1184-00_1732710518322_Mandibular_View,1229.0,921.0,124.48558412774007,False,
anonymous_003-007-696-00_1729317967108_Mandibular_View,1611.0,1207.0,43.065767770615835,False,
anonymous_003-007-721-00_1729498293665_Mandibular_View,1613.0,1075.0,60.492858305612785,False,
anonymous_003-008-1287-00_1733305972323_Mandibular_View,1204.0,902.0,75.81875641211872,False,
anonymous_003_103_305_00_1727873872476_Mandibular_View,1534.0,1150.0,50.07081342389227,False,
anonymous_003_007_395_00_1728367097307_Mandibular_View,1692.0,950.0,88.02219151524633,False,
anonymous_003-008-939-00_1730729761767_Mandibular_View,1043.0,782.0,95.39679664865454,False,
anonymous_003-008-862-00_1730205438736_Mandibular_View,1193.0,894.0,51.78868045124216,False,
anonymous_003_103_310_00_1727879635589_Mandibular_View,1312.0,983.0,305.4567836131609,False,
anonymous_003-008-1116-00_1732364867658_Mandibular_View,1348.0,757.0,98.03667210312605,False,
anonymous_003_007_552_00_1728885630732_Mandibular_View,2743.0,1541.0,19.73361370285955,False,
anonymous_003-008-1163-00_1732627585033_Mandibular_View,1374.0,1030.0,131.7206221590803,False,
anonymous_003-008-911-00_1730371705980_Mandibular_View,1321.0,990.0,76.4365542753069,False,
anonymous_003_008_540_00_1728816533325_Mandibular_View,1319.0,989.0,47.21623356977266,False,
anonymous_003-007-723-00_1729499837526_Mandibular_View,1836.0,1224.0,92.46908171918746,False,
anonymous_003-007-769-00_1729751173737_Mandibular_View,2501.0,1667.0,18.145934167650065,False,
anonymous_003-008-597-00_1729002988805_Mandibular_View,1269.0,951.0,62.2835752502958,False,
anonymous_003-007-944-00_1730784221223_Mandibular_View,2896.0,2171.0,56.14130005626512,False,
anonymous_003_103_383_00_1728189994793_Mandibular_View,1459.0,1093.0,51.74738362278138,False,
anonymous_003-007-1257-00_1733116902106_Mandibular_View,2314.0,1734.0,21.235875802414252,False,
anonymous_003-008-1153-00_1732615253462_Mandibular_View,1354.0,1015.0,58.80315112590288,False,
anonymous_003-007-1235-00_1732946927322_Mandibular_View,2337.0,1752.0,24.268604933735435,False,
anonymous_003-007-1214-00_1732862917124_Mandibular_View,2254.0,1690.0,58.323534484436884,False,
anonymous_003-007-1342-00_1733555666542_Mandibular_View,2224.0,1667.0,81.7017494812538,False,
anonymous_003-008-590-00_1728986645135_Mandibular_View,1354.0,1015.0,120.42554903480843,False,
anonymous_003-007-717-00_1729494912902_Mandibular_View,1470.0,980.0,42.20154140537261,False,
anonymous_003_103_371_00_1728125652297_Mandibular_View,1103.0,826.0,49.53240335009642,False,
anonymous_003-007-1216-00_1732864099480_Mandibular_View,2300.0,1724.0,55.662731495968835,False,
anonymous_003-008-743-00_1729599647750_Mandibular_View,1193.0,894.0,82.59706056351467,False,
anonymous_003-007-659-00_1729227132810_Mandibular_View,2651.0,1987.0,38.663488978979764,False,
anonymous_003-007-966-00_1730877856983_Mandibular_View,2785.0,2087.0,21.64489751200102,False,
anonymous_003-007-1175-00_1732694464626_Mandibular_View,1838.0,1377.0,66.12634424659763,False,
anonymous_003-007-948-00_1730790519453_Mandibular_View,2753.0,2063.0,10.767511687513647,False,
anonymous_003-009-703-00_1729334403549_Mandibular_View,1703.0,1136.0,100.92697590214017,False,
anonymous_003-007-850-00_1730187827312_Mandibular_View,2504.0,1877.0,60.83154219696568,False,
anonymous_003-007-1147-00_1732601448785_Mandibular_View,2206.0,1654.0,42.05374560656333,False,
anonymous_003_008_484_00_1728643763624_Mandibular_View,1355.0,1015.0,26.8094348211602,False,
anonymous_003-007-1281-00_1733293729321_Mandibular_View,2347.0,1759.0,19.963481008510644,False,
anonymous_003_008_516_00_1728727453316_Mandibular_View,1646.0,1233.0,53.2011086885118,False,
anonymous_003_007_474_00_1728631659919_Mandibular_View,1666.0,935.0,68.55089389141096,False,
anonymous_003-007-971-00_1730882176306_Mandibular_View,2559.0,1918.0,26.949812577115924,False,
anonymous_004-008-1331-00_1733493131375_Mandibular_View,1221.0,915.0,95.88842601413864,False,
anonymous_003-008-679-00_1729249395420_Mandibular_View,1041.0,780.0,96.24561932690901,False,
anonymous_003-007-962-00_1730870024975_Mandibular_View,2544.0,1907.0,34.02266346902418,False,
anonymous_003_007_393_00_1728363083249_Mandibular_View,2362.0,1326.0,33.48759158734866,False,
anonymous_003-007-759-00_1729673074394_Mandibular_View,2856.0,2856.0,46.11013485951865,False,
anonymous_003-007-1208-00_1732856242544_Mandibular_View,1942.0,1455.0,40.90836060853212,False,
anonymous_003-008-1016-00_1731064728396_Mandibular_View,1210.0,907.0,41.56551426531029,False,
anonymous_003-008-1253-00_1732971070859_Mandibular_View,1356.0,1016.0,58.715053788902445,False,
anonymous_003_103_324_00_1727950287273_Mandibular_View,1439.0,1078.0,49.84482679860214,False,
anonymous_003_007_427_00_1728463593473_Mandibular_View,2417.0,1357.0,48.78747345305164,False,
anonymous_003-008-1076-00_1731420270817_Mandibular_View,1304.0,977.0,82.47685006172036,False,
anonymous_003_007_421_00_1728455045188_Mandibular_View,1938.0,1089.0,35.29749404339368,False,
anonymous_003-008-1348-00_1733569816446_Mandibular_View,1219.0,913.0,83.44670673173364,False,
anonymous_003-007-1363-00_1733726568839_Mandibular_View,2474.0,1854.0,47.41654260158048,False,
anonymous_003_007_550_00_1728882478562_Mandibular_View,2342.0,1561.0,22.77785794328372,False,
anonymous_003-008-1001-00_1730984142661_Mandibular_View,1205.0,903.0,94.9649135200464,False,
anonymous_003-007-765-00_1729743553963_Mandibular_View,1794.0,1196.0,38.24009191621974,False,
anonymous_003-008-592-00_1728997206767_Mandibular_View,1136.0,851.0,96.4410624926162,False,
anonymous_003-008-824-00_1729949582082_Mandibular_View,1280.0,719.0,73.8671611222093,False,
anonymous_003-008-893-00_1730294021313_Mandibular_View,1183.0,887.0,77.61450761330394,False,
anonymous_003-007-873-00_1730266781026_Mandibular_View,2437.0,1625.0,49.21925958499236,False,
anonymous_003_007_336_00_1728015022130_Mandibular_View,1892.0,1063.0,40.62972602738331,False,
anonymous_003-007-1423-00_1733982959859_Mandibular_View,2362.0,1770.0,28.32513306739999,False,
anonymous_003-007-1285-00_1733299483506_Mandibular_View,2268.0,1700.0,12.66276994964828,False,
anonymous_003-007-1473-00_1734155565901_Mandibular_View,2750.0,2061.0,12.750302842919346,False,
anonymous_003-007-875-00_1730270104192_Mandibular_View,1993.0,1328.0,45.951371964975145,False,
anonymous_003-008-1267-00_1733133235976_Mandibular_View,1312.0,983.0,56.15401780983226,False,
anonymous_003_103_354_00_1728048234590_Mandibular_View,1223.0,917.0,103.62332958031516,False,
anonymous_003-007-711-00_1729486430166_Mandibular_View,1698.0,1132.0,86.51679277635235,False,
anonymous_004-007-1028-00_1731221772302_Mandibular_View,2538.0,1902.0,92.09246244534481,False,
anonymous_003-007-1471-00_1734154142740_Mandibular_View,2431.0,1822.0,39.3920831416425,False,
anonymous_003_008_521_00_1728733813051_Mandibular_View,1301.0,975.0,68.9133581623245,False,
anonymous_003-007-1450-00_1734072285446_Mandibular_View,2636.0,1975.0,20.73484373298404,False,
anonymous_003-007-1388-00_1733817167049_Mandibular_View,2445.0,1832.0,42.536692146264976,False,
anonymous_003-008-858-00_1730200061435_Mandibular_View,1011.0,758.0,59.65569884698441,False,
anonymous_003-007-1255-00_1733114761679_Mandibular_View,2802.0,2100.0,23.77445105317923,False,
anonymous_003_103_334_00_1727967004094_Mandibular_View,1619.0,1213.0,59.9333512226885,False,
anonymous_003-007-1022-00_1731213200765_Mandibular_View,2691.0,2017.0,24.924263222802193,False,
anonymous_003_007_556_00_1728891607018_Mandibular_View,2723.0,1815.0,54.31906491501936,False,
anonymous_003-007-1004-00_1731042060585_Mandibular_View,2493.0,1869.0,65.3460335575533,False,
anonymous_003-008-1251-00_1732969328065_Mandibular_View,1273.0,954.0,92.42529704618985,False,
anonymous_003-007-1398-00_1733892905827_Mandibular_View,2470.0,1851.0,12.033995613965178,False,
anonymous_003-007-987-00_1730958766991_Mandibular_View,2855.0,2140.0,23.668134094374473,False,
anonymous_003_007_482_00_1728640974225_Mandibular_View,1415.0,1060.0,42.271084574665565,False,
anonymous_003-008-1088-00_1732185029631_Mandibular_View,1537.0,1152.0,51.392019810922605,False,
anonymous_003-008-1204-00_1732791234357_Mandibular_View,1263.0,946.0,93.10885176212473,False,
anonymous_003_103_358_00_1728053441663_Mandibular_View,1251.0,938.0,47.63028343171574,False,
anonymous_003-007-632-00_1729144134892_Mandibular_View,2062.0,1374.0,33.288986795804355,False,
anonymous_003-008-799-00_1729861944603_Mandibular_View,1300.0,974.0,69.73741458492535,False,
anonymous_003-007-1344-00_1733557206719_Mandibular_View,2575.0,1930.0,33.283778257928255,False,
anonymous_003-008-1325-00_1733480681866_Mandibular_View,1117.0,837.0,77.50330304755121,False,
anonymous_003-007-1452-00_1734075049818_Mandibular_View,2471.0,1852.0,34.06718188217338,False,
anonymous_003-008-891-00_1730291545771_Mandibular_View,1181.0,885.0,112.57265079215058,False,
anonymous_003-008-1269-00_1733136061634_Mandibular_View,1269.0,951.0,51.03983354043842,False,
anonymous_003-007-1010-00_1731050226585_Mandibular_View,2239.0,1678.0,30.950154854000274,False,
anonymous_003-008-1378-00_1733754009693_Mandibular_View,1108.0,830.0,103.08867727521091,False,
anonymous_003_103_377_00_1728133285533_Mandibular_View,1188.0,891.0,33.165634719420986,False,
anonymous_003-008-652-00_1729170164776_Mandibular_View,1098.0,823.0,151.77034066128982,False,
anonymous_003-007-613-00_1729067823449_Mandibular_View,2758.0,2758.0,39.113870029574834,False,
anonymous_003-008-816-00_1729939059509_Mandibular_View,1371.0,770.0,70.66754478197869,False,
anonymous_003_008_494_00_1728650912740_Mandibular_View,1446.0,1084.0,23.450730411988808,False,
anonymous_003-007-1261-00_1733123016185_Mandibular_View,2390.0,1791.0,24.90166171088584,False,
anonymous_003-007-607-00_1729059680698_Mandibular_View,2282.0,1521.0,37.79323620545248,False,
anonymous_003-007-691-00_1729313275146_Mandibular_View,2023.0,1348.0,39.390923473448844,False,
anonymous_002-007-1425-00_1733985413148_Mandibular_View,2659.0,1993.0,17.95987798711895,False,
anonymous_003-007-1338-00_1733552548400_Mandibular_View,2358.0,1768.0,19.264297814410728,False,
anonymous_003_103_391_00_1728205427195_Mandibular_View,1197.0,897.0,88.73028806466928,False,
anonymous_003-007-1035-00_1731301508894_Mandibular_View,2096.0,1571.0,53.13219595239802,False,
anonymous_003-008-854-00_1730195460240_Mandibular_View,1119.0,839.0,101.7631564997894,False,
anonymous_003-008-778-00_1729764871150_Mandibular_View,1163.0,871.0,60.396567742884045,False,
anonymous_003-008-1390-00_1733825468008_Mandibular_View,1386.0,778.0,72.20344165581149,False,
anonymous_003-008-1157-00_1732621902125_Mandibular_View,1439.0,1079.0,73.62130620546192,False,
anonymous_003-008-1354-00_1733575459863_Mandibular_View,1092.0,818.0,169.2543557644493,False,
anonymous_003_103_387_00_1728198102551_Mandibular_View,1241.0,930.0,45.74691151615425,False,
anonymous_003_007_554_00_1728888437675_Mandibular_View,2583.0,1451.0,39.395496507227556,False,
anonymous_003-007-1064-00_1731398214377_Mandibular_View,2401.0,1799.0,66.82437018202552,False,
anonymous_003-007-903-00_1730357034326_Mandibular_View,1878.0,1408.0,65.20713789296325,False,
anonymous_003-008-644-00_1729158390727_Mandibular_View,1446.0,812.0,83.01683970351591,False,
anonymous_003_007_346_00_1728031809037_Mandibular_View,2129.0,1196.0,42.95183883059112,False,
anonymous_003-008-650-00_1729167733200_Mandibular_View,1285.0,963.0,61.719970302419405,False,
anonymous_004-008-915-00_1730378380302_Mandibular_View,1093.0,819.0,42.82048210667511,False,
anonymous_003-007-636-00_1729148622989_Mandibular_View,2985.0,2985.0,21.151685389394025,False,
anonymous_003-007-673-00_1729239709286_Mandibular_View,2979.0,2233.0,30.38757321980905,False,
anonymous_003-007-989-00_1730961461961_Mandibular_View,2679.0,2008.0,47.74134867958476,False,
anonymous_003-008-1346-00_1733568350332_Mandibular_View,1120.0,840.0,71.27497338693875,False,
anonymous_003-007-675-00_1729243996615_Mandibular_View,1132.0,848.0,97.85596108740388,False,
anonymous_003-008-681-00_1729253097677_Mandibular_View,1581.0,1185.0,75.00910922282198,False,
anonymous_003-008-822-00_1729947030203_Mandibular_View,1170.0,877.0,48.77626132403032,False,
anonymous_003-007-630-00_1729141929109_Mandibular_View,2469.0,1646.0,13.912085312401508,False,
anonymous_003-007-1212-00_1732860958536_Mandibular_View,2232.0,1673.0,24.98207562831877,False,
anonymous_003-008-1132-00_1732528430246_Mandibular_View,1329.0,996.0,47.548024284563525,False,
anonymous_003-007-985-00_1730956707154_Mandibular_View,2615.0,1960.0,40.39392768947681,False,
anonymous_003-008-617-00_1729078067595_Mandibular_View,1159.0,868.0,77.83326031858441,False,
anonymous_003-007-719-00_1729496830754_Mandibular_View,1670.0,1252.0,30.618588671546053,False,
anonymous_003-007-776-00_1729758162119_Mandibular_View,1949.0,1300.0,69.78231799159997,False,
anonymous_003-007-1299-00_1733384086377_Mandibular_View,2204.0,1652.0,35.16612347660022,False,
anonymous_003-007-919-00_1730693501822_Mandibular_View,2515.0,1885.0,19.84943267304339,False,
anonymous_003_007_362_00_1728106141017_Mandibular_View,1780.0,1000.0,179.87813026436038,False,
anonymous_003_103_441_00_1728482331326_Mandibular_View,1328.0,995.0,37.01835910346472,False,
anonymous_003_007_502_00_1728708607584_Mandibular_View,2777.0,1851.0,45.89174239829424,False,
anonymous_003-008-1396-00_1733833829814_Mandibular_View,1268.0,950.0,178.4320089612213,False,
anonymous_003_103_434_00_1728473078374_Mandibular_View,1312.0,984.0,25.783549132810634,False,
